,TCUID,Company,ISIN,GICS Sector Name,Carbon-Scope 1  (tonnes CO2e),Carbon-Scope 2  (tonnes CO2e),Carbon-Scope 3 (tonnes CO2e),Carbon Intensity-Scope 1 (tonnes CO2e/USD mn),Carbon Intensity-Scope 2 (tonnes CO2e/USD mn),Carbon Intensity-Scope 3 (tonnes CO2e/USD mn),Carbon Disclosure,Revenue (USD mn)
25161,124520,"Daqin Railway Co., Ltd.",CNE000001NG4,Industrials,3532134.526,26451.809,1172078.377,337.061,2.524,111.848,Estimated data,10479.20208443211
25172,124522,"Industrial Bank Co., Ltd.",CNE000001QZ7,Financials,15797.963,45896.3,411575.367,0.856,2.488,22.309,Derived from previous year,18449.122719820825
25390,130717,China Hongqiao Group Limited,KYG211501005,Materials,50030000.0,26080000.0,8141855.508,4008.147,2089.396,652.284,Value derived from data provided in Environmental/CSR,12482.0783
25660,134785,"Anhui Gujing Distillery Co., Ltd.",CNE000000MD5,Consumer Staples,86860.948,11795.337,201943.881,58.246,7.91,135.416,Estimated data,1491.286699850872
25688,134788,"Shanghai Pharmaceuticals Holding Co., Ltd",CNE000000C82,Health Care,498367.717,444642.924,1571677.533,17.922,15.99,56.521,Estimated data,27807.011643863007
26088,135828,Dongyue Group Limited,KYG2816P1072,Materials,1932543.499,1366544.32,553270.702,1327.854,938.955,380.153,Value derived from fuel use provided in Annual Report/Financial Accounts Disclosure,1455.388240997846
26156,135865,Shenzhou International Group Holdings Limited,KYG8087W1015,Consumer Discretionary,575862.018,595039.465,991324.178,172.565,178.312,297.065,Exact Value from CDP,3337.06589950849
26167,135866,China ZhengTong Auto Services Holdings Limited,KYG215A81084,Consumer Discretionary,71703.479,93970.65,145145.161,29.315,38.418,59.34,Estimate used instead of disclosure - data does not cover global operations,2445.990799755402
26178,135867,Zhongsheng Group Holdings Limited,KYG9894K1085,Consumer Discretionary,13443.0,85285.25,1296771.551,0.625,3.968,60.329,Value derived from data provided in Annual Report/Financial Accounts Disclosure,21495.15175270075
26210,135870,Zall Smart Commerce Group Ltd.,KYG9888C1125,Industrials,270.0,725.0,551685.673,0.026,0.069,52.322,Value derived from data provided in Environmental/CSR,10544.052781424813
26663,141798,China Shipbuilding Industry Company Limited,CNE100000J75,Industrials,127902.082,108785.421,925631.044,25.288,21.508,183.011,Estimated data,5057.793
27950,142550,CITIC Securities Company Limited,CNE000001DB6,Financials,3165.556,50341.834,226333.494,0.406,6.454,29.018,Estimate used instead of disclosure - data does not cover global operations,7799.878622446215
28078,142567,Zhen Ding Technology Holding Limited,KYG989221000,Information Technology,42289.0,849479.0,755284.117,9.492,190.667,169.525,Value derived from data provided in Environmental/CSR,4455.2901
28490,144522,"Haitong Securities Co., Ltd.",CNE000000CK1,Financials,2441.007,35817.422,141158.207,0.492,7.218,28.445,Estimated data,4962.525087525937
28705,146624,New China Life Insurance Company Ltd.,CNE1000019Y0,Financials,15380.493,57408.085,728846.132,0.513,1.916,24.326,Derived from previous year,29961.60369774428
28723,146626,The People's Insurance Company (Group) of China Limited,CNE100001MK7,Financials,438.324,7881.972,2063121.185,0.005,0.094,24.481,Value summed up from data provided in Environmental/CSR,84272.67036458413
29870,169664,"SINOPEC Engineering (Group) Co., Ltd.",CNE100001NV2,Industrials,86224.456,64058.463,572541.08,11.367,8.445,75.476,Estimated data,7585.718970807117
30093,177564,Aisino Corporation,CNE000001FB1,Information Technology,13746.944,16339.267,111521.825,4.349,5.17,35.285,Estimated data,3160.5882
30104,177565,"Anhui Golden Seed Winery Co., Ltd.",CNE000000X61,Consumer Staples,5317.052,3320.442,38952.199,35.354,22.078,259.003,Estimated data,150.392599984961
30115,177566,"Anhui Jianghuai Automobile Group Corp.,Ltd.",CNE0000018M9,Consumer Discretionary,76382.47,42948.094,1659037.99,12.286,6.908,266.858,Estimated data,6216.9356
30126,177567,"Anxin Trust Co., Ltd",CNE0000003P4,Financials,17.723,84.752,1434.766,0.41,1.961,33.204,Estimated data,43.2108
30137,177568,"AVIC Heavy Machinery Co., Ltd.",CNE000000N22,Industrials,101448.627,57733.714,354251.628,104.528,59.486,365.004,Estimated data,970.54220672239
30148,177569,"Bank of Beijing Co., Ltd.",CNE100000734,Financials,3899.571,11544.686,133206.716,0.682,2.02,23.312,Estimated data,5714.003124544738
30160,177570,"Beijing Capital Eco-environment Protection Group Co.,ltd.",CNE000001295,Utilities,203804.036,32193.716,256635.602,73.164,11.557,92.13,Estimated data,2785.58242123749
30172,177571,"Beijing Capital Development Co., Ltd.",CNE000001782,Real Estate,81053.755,355611.978,195116.592,12.648,55.493,30.448,Estimated data,6408.2655
30184,177572,"Beijing Tongrentang Co., Ltd",CNE000000R69,Health Care,23727.93,52460.154,175189.608,12.768,28.228,94.268,Estimated data,1858.428095287473
30196,177573,"Beijing Urban Construction Investment & Development Co., Ltd.",CNE000000Y52,Real Estate,24761.603,108638.06,59607.351,12.648,55.493,30.448,Estimated data,1957.699896859237
30207,177574,"Beiqi Foton Motor Co., Ltd.",CNE000000WC6,Consumer Discretionary,102835.669,57822.114,2233605.17,12.286,6.908,266.858,Estimated data,8370.019
30217,177575,"Shanghai Oriental Pearl Group Co., Ltd.",CNE0000004Z1,Communication Services,10931.46,17744.544,61312.516,7.519,12.206,42.174,Estimated data,1453.8001
30228,177576,"Bright Dairy & Food Co.,Ltd",CNE000001C99,Consumer Staples,141015.328,151736.06,5360293.447,38.585,41.518,1466.689,Estimated data,3654.6895
30239,177577,"Chengdu B-ray Media Co.,Ltd.",CNE000000JB5,Communication Services,765.762,972.947,4168.139,9.909,12.589,53.934,Estimated data,77.282499984543
30241,177578,China Enterprise Company Limited,CNE000000B42,Real Estate,21171.51,92887.028,50965.101,12.648,55.493,30.448,Estimate used instead of disclosure - data does not cover global operations,1673.8602
30251,177579,"China Fortune Land Development Co., Ltd.",CNE000001GG8,Real Estate,317508.681,169994.129,2675802.466,21.651,11.592,182.464,Estimated data,14664.785058634145
30262,177580,"China Hainan Rubber Industry Group Co., Ltd.",CNE100000YM0,Materials,208938.526,116230.238,628605.062,91.587,50.949,275.547,Estimated data,2281.3008
30273,177581,China Tourism Group Duty Free Corporation Limited,CNE100000G29,Consumer Discretionary,156749.32,117560.648,383568.232,20.56,15.42,50.31,Estimated data,7624.125993130775
30285,177582,"China Merchants Securities Co., Ltd.",CNE100000HK9,Financials,986.64,17187.0,100797.902,0.28,4.886,28.654,Value summed up from data provided in Environmental/CSR,3517.755518318264
30296,177583,"China National Chemical Engineering Co., Ltd",CNE100000KC0,Industrials,352385.979,163650.943,2080769.792,22.218,10.318,131.193,Estimated data,15860.316944642853
30307,177584,"Guangzhou Pearl River Development Group Co., Ltd.",CNE000000BN7,Real Estate,4536.029,19901.193,10919.354,12.648,55.493,30.448,Estimate used instead of disclosure - data does not cover global operations,358.6272
30318,177585,"Guizhou Panjiang Refined Coal Co.,Ltd.",CNE0000017V2,Energy,2509011.069,62646.122,221078.791,2671.785,66.71,235.421,Value derived from fuel use provided in Annual Report/Financial Accounts Disclosure,939.076588569633
30329,177586,"Hainan Airlines Holding Co., Ltd.",CNE000000RT0,Industrials,6186873.811,957.19,558674.09,1452.279,0.225,131.141,Value derived from fuel use provided in Environmental/CSR,4260.113
30340,177587,"Rising Nonferrous Metals Share Co.,Ltd.",CNE0000012R1,Materials,159134.966,279602.039,266394.967,107.823,189.447,180.498,Estimated data,1475.8866
30350,177588,Geo-Jade Petroleum Corporation,CNE000000MV7,Energy,95539.706,11335.556,23373.689,406.443,48.224,99.436,Estimated data,235.062792897876
30361,177589,Heilongjiang Agriculture Company Limited,CNE0000019Z9,Consumer Staples,1251794.08,19835.899,265213.619,2665.692,42.24,564.772,Estimated data,469.594405898724
30373,177590,"Hisense Visual Technology Co., Ltd.",CNE000000PF3,Consumer Discretionary,159997.493,71721.118,1022421.537,28.087,12.59,179.48,Estimated data,5696.5748
30384,177591,"Hua Xia Bank Co., Limited",CNE000001FW7,Financials,5911.231,7957.557,178751.443,0.738,0.993,22.309,Estimated data,8012.64500010502
30395,177592,"Zhuhai Huafa Properties Co.,Ltd",CNE000001GR5,Real Estate,161593.44,77701.763,1483893.639,21.865,10.514,200.78,Estimated data,7390.6469825691
30407,177593,"Huatai Securities Co., Ltd.",CNE100000LQ8,Financials,1801.464,31896.892,126040.687,0.405,7.174,28.347,Estimate used instead of disclosure - data does not cover global operations,4446.336166104222
30419,177594,"Hubei Xingfa Chemicals Group Co., Ltd.",CNE000000ZC9,Materials,1103917.36,595937.454,688846.591,415.925,224.532,259.538,Estimated data,2654.128220074293
30431,177595,China CSSC Holdings Limited,CNE000000W05,Industrials,201005.176,170962.289,1454680.235,25.288,21.508,183.011,Estimated data,7948.6006396275
30444,177596,"Industrial Securities Co.,Ltd.",CNE100000V95,Financials,238.532,4223.468,69484.873,0.097,1.723,28.347,Value split from data provided in Environmental/CSR,2451.2172261847
30455,177597,"China Northern Rare Earth (Group) High-Tech Co.,Ltd",CNE000000T18,Materials,227103.695,373937.666,399298.091,73.772,121.469,129.707,Estimated data,3078.461710044672
30467,177598,"Inner Mongolia Baotou Steel Union Co., Ltd.",CNE0000017H1,Materials,22055672.928,1139164.703,5017851.847,2568.355,132.654,584.323,Estimated data,8587.4695
30479,177600,"Inner Mongolia Junzheng Energy & Chemical Group Co.,Ltd.",CNE1000010F8,Materials,2223723.388,244034.83,585696.955,1036.69,113.768,273.049,Estimated data,2145.02255131557
30490,177601,"Inner Mongolia Yili Industrial Group Co., Ltd.",CNE000000JP5,Consumer Staples,968196.297,1041803.703,20589990.126,68.968,74.211,1466.689,Value split from data provided in Environmental/CSR,14038.4144
30501,177602,"Jiangsu Hengrui Medicine Co., Ltd.",CNE0000014W7,Health Care,64579.487,47929.326,359176.661,16.07,11.927,89.377,Estimated data,4018.653078983356
30513,177603,Jiangsu Phoenix Publishing & Media Corporation Limited,CNE1000019Q6,Communication Services,4612.184,13493.076,133174.794,2.623,7.674,75.74,Estimated data,1758.306184523579
30525,177604,"Shenzhen HeungKong Holding Co.,Ltd",CNE000000WG7,Real Estate,9130.786,40060.044,21980.079,12.648,55.493,30.448,Estimated data,721.8975
30535,177605,"Shandong Gold Mining Co., Ltd.",CNE000001FR7,Materials,54380.67,3533.963,2932156.067,5.895,0.383,317.859,Derived from previous year,9224.710733962937
30546,177606,"Shanghai Aj Group Co.,Ltd",CNE0000008S7,Financials,256.951,4549.596,17977.747,0.405,7.174,28.347,Estimated data,634.2008
30558,177607,HUAYU Automotive Systems Company Limited,CNE000000M15,Consumer Discretionary,231238.132,431337.289,7175329.322,11.947,22.286,370.723,Estimated data,19354.96491714976
30570,177608,"Shanghai Construction Group Co., Ltd.",CNE000000WR4,Industrials,294711.417,348644.344,1936555.844,8.792,10.402,57.776,Estimated data,33518.557438720614
30582,177609,"Shanghai Fosun Pharmaceutical (Group) Co., Ltd.",CNE000000X38,Health Care,231678.748,602236.0,405489.155,52.758,137.14,92.337,Value derived from data provided in Environmental/CSR,4391.382972373973
30593,177610,"Shanghai Industrial Development Co.,Ltd",CNE000000MF0,Real Estate,14750.962,64717.777,35509.243,12.648,55.493,30.448,Estimated data,1166.2394
30604,177611,"Shanghai International Airport Co., Ltd.",CNE000000V89,Industrials,18588.751,8908.719,48637.288,29.811,14.287,77.999,Estimated data,623.563134196856
30616,177612,"Shanghai International Port (Group) Co., Ltd.",CNE0000013N8,Industrials,387968.897,54070.163,295196.872,102.512,14.287,77.999,Value derived from fuel use provided in Environmental/CSR,3784.624801114387
30627,177613,"Shanghai Jahwa United Co., Ltd.",CNE0000017K5,Consumer Staples,18477.833,10201.145,172689.164,18.134,10.011,169.474,Estimate used instead of disclosure - data is normalised and no aggregating factor is available,1018.9698
30639,177614,"Shanghai Jinqiao Export Processing Zone Development Co.,Ltd",CNE000000404,Real Estate,6585.302,28892.087,15852.463,12.648,55.493,30.448,Estimated data,520.6466
30651,177615,"Shanghai Chengtou Holding Co.,Ltd",CNE0000005R5,Real Estate,12031.537,52786.68,28962.908,12.648,55.493,30.448,Estimated data,951.2364
30666,177617,"Shanghai Shimao Co., Ltd.",CNE000000CH7,Real Estate,39779.372,174526.412,95758.863,12.648,55.493,30.448,Estimated data,3145.0335
30678,177618,"Zhejiang Daily Digital Culture Group Co.,Ltd.",CNE0000007X9,Communication Services,1513.169,10670.619,63345.343,2.951,20.81,123.538,Estimated data,512.757984558943
30689,177619,"Shanghai Zhangjiang Hi-Tech Park Development Co., Ltd.",CNE000000JX9,Real Estate,1428.036,6265.309,3437.639,12.648,55.493,30.448,Estimated data,112.90329660006
30700,177620,"Shanxi Lanhua Sci-Tech Venture Co.,Ltd",CNE000000XZ5,Energy,1893865.708,77459.106,321342.871,1972.49,80.675,334.683,Estimated data,960.139700836513
30711,177621,"Shanxi Lu'an Environmental Energy Development Co., Ltd.",CNE000001NT7,Energy,9833076.199,258980.562,848289.038,2612.872,68.817,225.41,Estimated data,3763.32148980631
30722,177622,"Shanxi Xinghuacun Fen Wine Factory Co.,Ltd.",CNE000000DH5,Consumer Staples,99583.695,59451.12,770580.645,49.127,29.329,380.144,Estimated data,2027.076457485112
30731,177623,"Sichuan Chuantou Energy Co.,Ltd.",CNE000000BQ0,Utilities,872.3,526.769,6509.784,5.838,3.526,43.571,Estimated data,149.40597327803
30742,177624,Yunnan Metropolitan RealEstate Development Co.Ltd,CNE0000010X3,Real Estate,8410.529,36443.108,21215.494,13.212,57.249,33.328,Estimated data,636.568999936343
30753,177625,"Zhejiang China Commodities City Group Co., Ltd.",CNE000001BC8,Real Estate,6115.827,26584.713,17536.182,11.329,49.246,32.484,Estimated data,539.839781933231
30764,177626,"Zhejiang Hisun Pharmaceutical Co., Ltd.",CNE0000013Z2,Health Care,28337.957,22158.373,117639.419,17.224,13.468,71.504,Estimated data,1645.214999835478
30775,177627,"Zhejiang Juhua Co., Ltd.",CNE000000WQ6,Materials,967494.213,522290.943,603718.281,415.925,224.532,259.538,Estimate used instead of disclosure - data does not cover global operations,2326.128555903289
30786,177628,"Zhejiang Longsheng Group Co.,Ltd",CNE000001FJ4,Materials,616229.899,148483.216,740186.141,272.526,65.666,327.345,Estimated data,2261.177634462502
30798,177629,"Zhejiang Medicine Co., Ltd.",CNE0000010J2,Health Care,19235.413,18694.886,84359.947,18.118,17.609,79.461,Value derived from fuel use provided in Environmental/CSR,1061.648964703821
30809,177630,Zhengzhou Coal Mining Machinery Group Company Limited,CNE100000S58,Industrials,20760.48,357630.331,1236527.686,5.405,93.108,321.927,Value derived from data provided in Environmental/CSR,3841.024295453516
30820,177631,"Yutong Bus Co.,Ltd.",CNE000000PY4,Industrials,30149.417,33963.787,927299.464,9.586,10.799,294.85,Estimated data,3144.9909
30832,177632,"Zhongjin Gold Corp.,Ltd",CNE000001FM8,Materials,879007.044,1486486.759,1134640.961,126.396,213.749,163.155,Estimated data,6954.364830525245
